Gene	x	y	cluster
GPR173	10.503584	-1.8333108	16
HOOK1	16.403896	-6.9068093	18
KLF2	-13.081095	12.116767	10
CLIP3	3.455229	-5.0828667	1
TINF2	-10.528665	-2.6212592	7
STK10	1.5410432	5.9708548	1
ACTR1B	9.47808	-14.232946	25
TNFAIP1	-10.306726	-5.969032	6
ZMYM1	-15.934341	-12.714358	4
TRPS1	20.18058	7.667774	12
AFF3	24.93176	7.863947	12
PRMT5	-12.179589	-3.8284426	7
HSP90AA1	24.844128	-1.6049536	15
KCTD12	-4.8815274	8.191045	23
STC2	-15.856553	0.7286063	0
REPIN1	-11.577033	0.97874355	14
MON1B	-12.698519	2.402227	4
HNRNPUL2	3.1838357	0.4750168	14
ACTL6B	7.474047	-5.55676	9
RIF1	20.81738	-3.0582044	5
OARD1	-9.514635	-4.514572	7
PML	-16.431633	-4.235638	0
NSRP1	17.597624	-6.815135	21
MPC2	-2.2291925	-4.4980183	20
PHF19	-18.22423	4.1820707	0
NBEAL2	-16.818424	-1.6602297	0
TMEM205	-10.854351	1.9785833	14
HLCS	20.51489	3.4147	12
RAD51C	1.8945632	-11.12615	13
RBM4	17.663391	-2.6517909	5
SEC11A	1.057486	-8.259806	20
DESI2	10.781238	-14.064348	1
HDDC2	-3.6401455	-4.695754	7
JARID2	20.829235	4.795705	12
AAMDC	2.5159125	6.0382657	1
CCT7	-3.2959256	-4.266028	20
B4GALT2	-7.556826	1.1732421	6
RPS27A	-0.060859982	-0.794485	20
SUMF1	20.982008	5.472563	2
TRAM1	6.322064	-12.052722	1
EIF3G	-5.5583253	-2.849062	7
RGS9BP	-16.90024	-0.28805095	0
DNAJC7	12.4639435	-5.6663113	20
SPAG1	8.0726	4.1676664	25
TGFB1I1	-13.615327	8.3485565	3
TRIP6	-12.810076	8.347439	3
CWF19L2	19.103577	-4.193524	5
ZNF852	-18.682325	-6.2830935	0
STX18	16.663734	-4.526898	5
PRKAR2A	17.12269	-0.3097807	5
SUOX	-14.975338	-3.936826	7
MRPS17	-11.747157	0.9118609	6
SNU13	-0.25870472	-3.858715	20
SPATA2L	-2.8630435	4.0022926	10
POLE4	-5.5511723	-0.83367467	17
PRELP	-13.865693	10.36981	3
SAFB	10.780756	-7.3328843	1
GZF1	-11.452748	-1.3611449	6
PHLPP1	19.796371	8.218051	11
CTNNBIP1	6.0867567	-4.7685657	1
PLA2G15	-12.353648	-6.5308127	7
FMNL3	-1.0558676	11.85865	23
TXN2	-6.695522	-3.9561074	7
TRDMT1	0.39797547	9.527258	25
CFL1	0.977362	-2.0066798	15
VANGL1	-6.3062944	6.0075283	8
MLC1	-11.115419	11.332879	3
EDRF1	11.82047	-8.050632	18
KTN1	23.748234	1.5736681	12
ZBTB33	-12.441171	-0.5724171	6
ZKSCAN1	18.921291	5.488921	12
RGS8	-1.1527859	7.816189	8
TET1	4.6572614	7.2022715	3
TMBIM4	3.8604612	1.0726438	14
CRLS1	12.808538	-7.3235745	18
KDM5B	16.473999	0.48714918	5
SVIL-AS1	19.907772	1.3368516	12
RPS2	-0.6392454	-0.08953258	15
PCDHB2	-20.416887	-1.1705487	17
GDI2	0.31109703	-6.641264	20
PDF	-18.546879	1.3978001	0
CCNC	20.243996	-4.03633	27
MYO1F	-16.301216	9.594519	23
MSANTD1	-5.505736	4.783261	9
SEC63	18.175608	-2.377041	12
HPGD	-4.953753	10.530005	3
ZNF627	-17.077597	-6.4215965	4
MDGA1	-3.620137	6.899732	3
FEM1C	-4.0440435	3.6344526	1
KLHL41	-18.962852	-3.8067422	0
COBL	20.731304	7.9308505	12
SIPA1L3	17.977997	4.0079365	12
EN1	-11.987092	7.303703	8
FGFR4	-16.935396	0.6927288	0
ATG2A	-13.935133	-6.228208	6
SPAG6	-15.556055	8.008702	2
PLCXD2	-3.648237	6.6455407	8
ZNF784	-14.853364	-1.3244632	6
SKOR1	-17.019985	-0.18628503	0
COL5A2	11.686786	6.577256	26
ZNF547	-20.579458	0.60501254	14
CDCA5	-19.23835	6.4829655	13
SLC40A1	-13.353717	9.619374	22
USP16	1.309815	-10.366141	20
SRCAP	-14.599903	-9.424427	4
UBAC1	-8.081498	-8.365992	6
TTK	-20.759798	7.30093	13
MT-ND4	28.91996	2.8386426	28
SESTD1	20.586523	5.607866	12
TSR3	-9.590965	-0.58953726	6
NDUFB2	-0.9348846	-3.0768483	20
PTPN1	16.319067	0.2350028	12
YPEL2	5.4597983	12.8007345	11
TIE1	-14.3420725	10.510014	3
GORASP1	-13.786142	-4.230321	6
SHPK	-14.170505	-9.047574	4
KDM4A	7.0247407	-8.906672	14
ZNF584	-14.453315	-3.6319764	0
WDR3	-16.14134	-11.237941	4
TTLL3	8.5495405	-4.644074	1
ZMIZ2	5.7336526	-6.9047847	1
PROCA1	-14.758109	1.3475031	0
BCL9	4.352625	4.9347496	4
EMID1	-8.615235	12.057681	3
WWP1	15.068698	10.204498	26
STRBP	24.855257	5.543731	12
TRIM3	-13.094585	-13.675048	4
OLFM1	14.895396	3.9192436	15
SLC52A2	-13.103764	-5.2177935	7
SIAH3	-1.8246598	9.420351	19
VWA5A	-4.003361	8.42173	18
WDR5	4.5411854	-8.66531	1
RFT1	-12.315427	-11.5784235	4
LONP2	21.18368	2.3149421	12
AFAP1L2	-8.615987	11.080311	3
UBE2D3	22.357124	3.4939196	12
NET1	-6.6411304	14.153179	3
LZIC	-7.6030955	-6.8098707	17
LDLRAD3	5.871647	12.143636	11
GATC	-11.222264	-10.425355	14
NADSYN1	-8.150191	-13.581322	4
IMMP2L	23.497522	7.0176854	12
ZFP37	-18.142338	-7.8912277	4
GRHL1	-8.695963	-13.533672	1
DIS3L2	19.299088	1.4218823	5
SLF2	16.924862	6.2262354	11
TMEM14B	4.971785	1.0610602	14
PLA2G6	-14.658199	-7.3273683	4
KMT5C	-14.3367815	-6.3569894	0
MARVELD3	-21.751364	1.9074935	22
ARL8A	-0.24127229	2.8271837	11
HARS2	-14.32799	-6.846538	7
SLC10A4	-4.3368783	9.20995	8
HDLBP	16.001778	-4.0296254	5
INSIG2	5.9290967	-13.015037	1
SCP2	18.62388	-5.4602995	5
TPTE2	-13.162676	4.571675	14
DDX3X	3.548238	-4.987112	18
CHKA	18.805859	6.661917	12
TTC1	21.108572	-5.09868	15
ZNF276	-10.00066	-11.351214	9
MID1IP1	-11.219111	10.234245	11
ZRSR2	5.4984746	-11.466147	1
SLC7A6OS	-22.30106	-8.642884	7
RNF213	4.9184337	10.291243	11
ASB3	23.003525	5.856577	12
CLIP1	19.417864	2.8476903	12
SLC6A4	-6.0018787	9.940247	8
KIF11	-20.694532	7.198935	13
C1orf54	-14.942318	8.526291	3
ARFGAP1	-9.401385	-9.688115	9
TRAF3IP2	-22.214382	-2.9786658	0
TIMM44	-7.8680553	-9.305943	9
MARCKS	1.88936	-1.3306339	15
FNTA	2.1179523	-8.879516	15
BBC3	-14.588451	2.0526226	6
LINC00960	2.4241493	3.389219	27
GPR107	13.121621	-5.4093204	1
TIMM17B	-6.958928	-2.9664648	7
MRPL46	-8.956999	-2.7355132	7
ZNF385D	19.387478	12.07841	19
ATAD3A	-10.59586	-9.875424	9
NEGR1	24.93895	8.628728	12
STARD13	19.02961	9.047312	16
ZNF585A	3.5667334	0.31073356	14
PWWP2B	-14.833572	-2.5232465	6
FADS6	-15.713853	-6.058358	4
RABL3	-18.194113	-10.926144	4
ZMIZ1	5.087409	8.511158	3
TRAF7	-13.622409	-5.605453	6
NAA25	18.30531	-1.7650393	5
TMLHE	7.452196	-11.749579	1
PGS1	4.658793	-8.785096	1
CMTM2	-19.371635	-1.2790229	0
SPHK2	-20.867466	-9.395683	4
FSD1	8.131883	-3.7284818	25
REEP2	9.126773	-3.2770724	5
LUC7L3	23.910622	3.480419	21
EFNA3	-8.63903	0.6028615	6
ZNF781	-13.056322	3.0296943	14
TRIOBP	-17.434137	7.899157	13
LIMD1	-8.627485	10.80199	3
ZNF417	-12.4337435	3.6041484	14
LGSN	-14.649511	7.8321495	0
GRM1	26.747986	6.072787	12
SPPL2B	8.899203	-3.7726424	1
TAF13	-10.140047	-0.55748427	6
PLCD1	-11.750055	8.282822	3
PPP1R15A	-13.011887	11.716179	10
FAM131B	-7.736985	0.3931119	6
STRN3	20.949219	2.1914418	12
CEP85L	20.605068	4.654344	12
ATP1B1	25.834135	3.364317	15
SLC25A33	-12.452618	-16.427652	4
TCP11L1	12.229267	-7.3100986	18
CHRNB2	-8.146873	0.92667866	6
TTC19	23.128624	0.8715843	12
UBE2Q2	6.9345145	-13.759841	1
GDF11	-8.88383	2.5864522	6
BBS4	7.443147	-12.801224	25
SLC20A1	6.4938207	-1.5269321	16
SPATS2	17.492222	2.9827912	12
KLF5	-3.8578248	10.4562435	3
RAD9A	16.716078	0.33181223	5
PLCG2	5.1301293	1.3747495	14
EEF1AKMT1	-14.88885	-13.197237	7
WIPI1	-8.033719	5.9417744	3
TMEM198	-10.919947	0.33664033	6
VPS26B	7.396935	-9.515949	1
ASRGL1	2.527026	5.0096397	19
SHMT2	-14.352416	0.93027616	22
ERLIN1	5.0228515	-12.410586	1
RPS15A	-0.3808632	-0.7355348	20
STK32B	-2.8663518	13.462442	3
ZDHHC12	-11.543402	-2.2690516	7
AMDHD2	-8.21236	-10.742454	9
NDUFC1	-1.5655192	-3.3739917	20
MANSC1	-23.946821	0.07143713	22
DISP3	-5.6267414	7.2570043	3
ENDOV	-12.352764	-9.272701	7
TBC1D15	18.294058	-3.9088578	5
SV2B	26.242252	5.775824	12
EMC8	-14.891234	-7.165829	7
ALPK3	-8.041364	8.872984	3
HIF1A	12.673327	6.6061573	21
GALK1	-14.577069	-1.5759994	0
BPGM	-9.501861	-2.7064648	7
PLLP	3.1467805	12.919968	11
FAH	-10.498323	7.496965	3
MED13L	23.321415	6.9225383	12
ATF7IP	18.798922	0.014259722	21
MEF2A	21.716396	6.819309	12
WDR7	22.97781	4.899258	12
ARMCX4	16.761742	-4.4255757	5
SLC46A1	-14.099337	-1.8885779	6
BROX	-1.5926768	-11.596946	4
MEX3C	-17.447897	-8.433116	6
POFUT2	-14.423593	-6.006805	0
ATP10A	0.566266	7.839649	26
SOD1	0.2205827	-2.7842796	15
LRRC1	4.4003243	11.236245	11
GGACT	-16.135668	-1.1150675	0
SIDT2	-14.218248	-6.1498404	0
ZEB1-AS1	7.459088	9.53526	1
ID3	-12.435027	12.518475	10
TRNT1	7.8143597	-14.099751	1
PRORSD1P	-18.485905	0.4194591	0
IGHMBP2	-13.983555	-9.391981	4
COX7C	-0.012414228	-1.864724	20
ETV3	-22.758814	-1.7438098	22
POU4F1	-5.8562303	8.475989	8
PSMB1	-1.0556653	-4.5143213	20
SPRED1	17.859358	7.7749853	10
ZNF491	-18.297382	-3.3530562	0
TCEA1	-0.2025428	-6.992308	20
AK8	-18.812862	-12.689048	2
SEL1L3	-1.4608601	14.219197	3
AKT3	24.07391	7.8736806	12
YWHAZ	23.832869	1.0381821	15
TMEM187	-13.490279	-2.7979448	7
RHPN2	-8.410769	10.196767	9
TM2D2	-7.7287254	-3.3889694	7
CLDN15	-17.558575	-0.33584362	0
EMC3	3.1966414	-9.22377	20
CLDN12	4.734809	0.4303805	14
ZNF530	-17.868078	-1.2897035	0
LYAR	-10.603499	-3.1397436	7
CSNK1G3	19.487501	-2.5203137	5
EDEM3	18.432135	-4.8190784	5
NPC1	3.4632902	11.739242	11
RPS6KC1	24.07519	4.66381	12
AOAH	-11.370757	15.334253	23
RAP2A	13.950848	3.0802028	16
HERPUD1	-0.010363556	-4.493057	17
BAIAP2L1	-16.014214	6.2810016	3
KDM6A	19.375479	3.5983787	12
LINC00562	-20.17463	0.5754563	14
RPS13	-0.26356778	-0.831933	20
WDR90	-14.547174	-5.6559987	0
LAPTM4B	0.8110264	4.9240284	19
DCLRE1C	-22.475676	-7.713367	27
RNF166	-13.594308	-4.8237977	6
ARHGAP5	18.316017	8.652787	12
GPR68	-20.248533	-1.8032701	0
ECI1	-17.79453	6.0878	13
POU6F2	23.304102	11.705685	12
MYPOP	-11.343471	-6.7618484	6
OTUD6B	-16.882212	-11.303467	4
SHF	-11.355862	4.4962673	6
DCAF12	-13.335359	-11.46425	4
TSTD3	6.1050596	6.956393	11
TENM2	25.631308	9.198834	12
TOB2	-11.49376	-15.636851	4
NPR2	-21.340317	-5.1270666	0
FGF17	-11.803122	-7.822434	9
CGGBP1	14.064228	-13.089743	27
EIF3A	12.754567	-10.658155	20
HNRNPLL	15.614561	3.0188062	12
PITRM1	5.6831355	-9.492599	1
ZNF232	-12.070644	-3.1229353	7
NANOS1	-11.799026	0.99776065	6
RUVBL2	-9.149153	-3.515594	7
RUFY1	13.173951	-3.8701904	5
SELPLG	-14.977015	9.7300205	10
TCTA	-8.876857	-7.670881	7
STS	17.811163	1.3623635	5
GTF2B	8.454505	-10.134637	20
GJB7	-19.248713	-1.0940024	0
FUT3	-17.968325	1.2162913	0
SCN1B	4.6967893	-3.0165215	25
CALM3	24.25466	-2.4233718	15
ABCA10	26.003906	2.7588048	15
ANKRD6	16.149807	8.630325	16
PLEKHA5	24.966171	7.5737853	12
ZNF22	-6.245201	-2.1007252	7
HNRNPU	23.402275	0.6432634	12
SLC35A3	4.2430415	0.51643676	14
MMD	7.5502696	-0.52102727	25
RHBDL3	10.1158495	1.9904994	16
TOM1L2	18.82929	2.5463223	12
HSF2BP	-22.88175	-0.6933417	7
SESN2	-22.563864	1.7280853	22
PLXNA1	7.2168612	-3.5611656	9
KAZALD1	-16.990467	-0.6585455	0
RTN1	24.408133	7.266092	15
PCGF5	20.194555	5.431671	12
SCFD1	21.929588	1.3182162	12
LSM7	-3.43389	-2.4272852	20
SPOCK2	23.918438	-3.3710577	15
UNC5CL	-16.72392	0.13873	0
COX14	-10.753392	1.6587509	17
MDN1	19.793196	-0.050421275	12
SPAG17	8.332659	4.46512	2
C1QTNF2	-9.995257	7.110494	3
CAMLG	-0.16274314	-4.9042377	20
CYB5B	12.951241	-6.177205	18
LMO7	17.694593	3.0296307	12
THUMPD3	-7.6224823	-5.531979	7
DBF4	-21.49017	7.579232	13
HS6ST3	26.055304	9.01956	12
TSEN15	10.727034	-9.898991	18
ZBTB34	-16.966433	-6.4251432	6
RNF41	-6.190013	-8.812599	6
PRRX2	-10.941845	8.420083	3
AMIGO2	-5.8950973	8.723523	8
SEC23A	16.893528	-7.195472	21
A4GALT	-12.914408	8.00912	3
GPBP1L1	16.707415	-4.37447	5
AVIL	-7.199166	-13.828748	9
SCG3	3.007872	-1.9831495	15
ARHGAP32	24.830435	6.6067753	12
TDRD7	6.459851	-10.641857	1
DUSP5	-9.531046	4.689746	10
RBM45	7.8864565	-12.450034	1
CISD1	1.0766208	-3.445533	15
ZNF862	18.3489	-9.863024	15
ZFAND4	0.18964943	8.723738	25
STON1	-11.7066765	9.279532	2
SLC41A1	-14.54756	5.7792625	7
MLST8	-11.294192	-6.555808	7
SOCS5	-12.059457	1.7147549	14
DNAJC27-AS1	8.519392	-6.9819636	1
ATG5	19.240633	-0.9248179	12
CARNMT1	12.044927	2.5930293	11
DHRS7	-5.7297497	-1.7518275	7
ZNF564	-12.664395	3.1803071	14
RPP25L	-10.278918	-2.9686103	7
SEMA7A	-7.9989715	5.7103004	3
PHACTR1	25.151442	8.351424	24
ZNF462	17.464478	11.668309	11
HS3ST1	2.3445919	7.3542466	19
RNF19A	25.694643	1.0521835	12
TNNI1	-15.797788	5.595377	13
C8orf58	-14.307515	-1.3943088	6
ZNF141	8.415308	-10.684026	1
ARRDC1	-11.6303	2.8030193	14
RFC1	1.1392213	-10.532408	21
ZNF740	-17.466454	-3.3883343	0
SLC35G5	-16.597261	-0.033351883	0
LSM6	-6.984424	-4.6841335	7
ADAM19	6.8989825	-1.3105929	1
ADGRF3	-19.396826	-4.1745353	0
SNCAIP	9.577813	9.147747	19
CAPN12	-14.4162445	4.9550934	8
SLA	-2.4360638	0.087811515	20
SH2B2	-15.380057	3.051524	6
LAMTOR4	-4.176758	-2.9822743	7
SRRM1	20.340025	-7.3219843	21
KIRREL3	23.405771	8.718192	12
RTCA	4.9063873	-11.653649	1
RRP7BP	-8.999914	-13.047389	9
RPL7	-0.6287626	-0.65714324	20
MUC5B	-17.881796	-0.8171963	0
CNTN6	26.88766	10.052396	19
SLC7A6	12.696898	-3.5689216	5
MAN2B1	-13.372929	-9.186658	4
ANKRD36BP1	-8.930391	8.589737	9
ZNF518A	21.111414	3.6638334	12
MRPL22	-6.829134	-5.24715	7
CTPS2	-0.009626928	8.140754	1
YWHAQ	1.6020999	-1.4062991	15
RSRP1	23.952522	1.158266	21
UBE2E1	17.792233	0.058381658	18
PLCXD3	13.75477	11.264846	15
USP40	6.6422424	8.189181	18
AARD	-5.2784085	7.562062	19
CLMP	11.075424	13.925202	8
BBOX1-AS1	8.485107	-7.4799514	1
SLC44A1	20.37418	8.187895	11
ACVR2B-AS1	-18.399843	-0.432364	0
ATP8B1	13.340134	4.2149496	26
MRPL37	-10.351272	-5.3987374	7
SNUPN	-13.596043	-10.225853	4
C1orf52	11.777157	-11.528188	1
PDXDC1	25.827295	-0.41202438	27
ELL	-11.287878	-11.645296	4
FANCL	21.652252	11.487874	12
PI15	-17.491106	8.583656	0
SPIRE1	22.623402	5.137899	12
ACTR6	0.24902724	-8.149186	20
SLC31A2	2.4354002	12.445645	11
SNX3	22.14549	-6.732322	15
MYH10	24.537203	4.2137737	12
PDZD7	6.9885125	-3.6825833	25
GAS6	5.590436	-3.4599211	25
AKTIP	2.6926513	-11.194444	1
CLPB	4.93901	-10.058299	1
DENND6B	9.121481	-4.2051377	25
SEC14L5	13.390001	1.6273224	16
TCEAL9	-5.1104193	-1.9866135	7
RPAP2	21.532038	1.9711109	12
TMEM161A	-12.049347	-8.834069	4
AGPAT5	19.344868	-6.0094485	18
PTPRD	24.82035	9.253317	24
LAMA5	-7.131574	5.1273246	8
HUS1	-17.094057	-8.93786	7
ERAL1	-10.436961	-4.5396	7
FRMPD3	-5.3290157	11.141821	3
PLEKHG2	-17.90439	2.63801	0
TTYH2	3.230596	12.362145	11
IFT27	-9.849117	-7.834683	9
TGOLN2	2.746666	-5.3515487	15
SLC37A2	-19.256151	0.9851276	0
TMUB1	-14.3202915	-2.8391197	6
SLC12A4	-12.048709	8.421522	3
TSPAN10	-17.344355	2.0270312	3
UBE4B	20.100666	3.115898	12
GAK	9.872026	-5.4604373	16
SP9	-7.0153103	10.67349	19
GRIK2	25.453522	8.881343	24
ALDH2	2.0948493	1.1030946	14
CHRM3	26.346825	7.9058867	12
ZNF74	-15.033741	-7.8039055	7
PPP6C	9.758444	-8.33608	1
PROM1	-4.961191	11.603852	3
CLCN7	5.4370766	-7.0128074	1
SDAD1	12.122943	-10.766932	18
CTNS	-16.63142	-4.167739	0
FBXO32	13.157881	1.9844949	16
UBTD1	-13.979989	-11.233851	4
UBTD2	1.6140677	5.9440937	1
TMCO3	13.104391	-4.416675	5
FTL	0.77029973	-1.4070188	15
CNIH3	18.208916	3.8685734	12
NDUFA11	-2.492046	-2.805368	17
THOP1	-10.000603	-9.113312	9
HEXB	10.306485	-7.3204756	16
MDGA2	25.21764	8.781378	24
SEC24D	14.989048	6.3111763	16
ZNF287	-17.400003	-10.213332	4
CLSTN2	22.608488	10.867249	12
SEC23B	5.124687	-11.441572	1
STAMBPL1	15.0647	3.5706367	16
ZNF610	-18.258495	-5.737622	0
SYNE3	-10.220755	9.146373	3
C17orf58	-11.3252945	-0.8363664	6
ZNF704	20.110535	9.402968	12
ELMO3	-8.654877	6.487948	8
EXOC7	9.3141985	-3.864328	18
TM7SF3	17.304966	1.8629954	12
FBXO33	15.520489	0.7204169	5
ADAMTSL1	24.816513	11.533188	16
RTP1	-15.256669	1.6291798	17
KCTD17	-0.69951206	7.075021	16
C19orf81	-18.372597	-0.04017375	0
PCDHGA10	-21.866003	-3.2287428	27
RECQL5	-14.543863	-8.611399	4
TPPP	11.073071	-2.282067	16
SMU1	5.722586	-11.382212	1
PAIP2B	-18.161331	8.685221	3
SEMA3E	21.454323	12.410529	26
TP53I11	-4.7819996	7.9425907	23
UFSP1	-14.729961	-0.7749937	6
ZNF18	-16.510122	-9.386553	7
BACE2	1.4753151	10.623137	11
MATN1-AS1	-17.034914	0.32423952	0
ST3GAL2	11.343216	-1.7629222	1
KCNE4	-12.882577	11.231058	3
SLC35G1	-7.681085	7.532922	3
PTPN9	5.760321	0.97907954	14
PPP1R8	-14.558281	-8.915316	4
GCC2	22.151724	-1.0466357	12
SETD9	-14.243583	1.0752486	7
SNX5	-24.53688	-1.5238076	7
VSIG10	-12.323838	-13.931343	4
SLC15A2	3.6110382	4.742672	3
SIRPA	13.770807	1.1721448	16
SP1	-14.50284	-10.849694	4
ZNF354A	-8.222699	-11.388813	4
YBX1	-1.1819309	0.24317645	15
SEC24B	20.009092	-1.4843806	5
TTC21B	21.050774	0.7758433	12
HAS3	-15.374967	-0.275468	6
NAA35	18.090565	-2.9687326	18
TMBIM6	24.916794	-3.2170181	15
LGALS9	-14.864966	5.9381113	0
ZIK1	-13.850932	-1.506331	6
NKAIN4	-9.690117	11.708196	3
NEURL1B	-4.404411	5.6112347	9
SLC3A1	-22.030857	-2.5554655	0
WWC3	11.654435	-2.1135178	16
DSTN	0.878566	-1.9082606	15
SGSM3	-0.83584195	-10.13471	1
GLI3	-8.947185	14.133087	3
B3GALNT2	15.751236	-8.514619	5
SOX11	-2.0595465	0.26954564	20
USP34	23.10354	5.9017606	12
ISY1	-13.547671	-11.106411	4
CCDC106	-9.858599	-0.1855391	6
TCP10L	15.413129	-12.9450865	25
CCT5	-0.5799415	-5.423746	20
LGALS1	-6.0357924	11.415641	8
VAMP2	24.644884	-1.9586354	15
WDR11	19.891233	-3.1445725	5
PGRMC2	4.0369186	-12.304557	1
TEX264	-8.845434	-3.7026653	7
BFAR	-14.586024	-9.689093	4
NAA15	17.801014	-3.6507301	5
ZNF773	-17.93245	-5.95777	7
TMEM87B	6.5145564	-13.341573	1
SLC43A2	6.2197027	-6.0930643	1
COX8A	-1.7224938	-3.1680734	20
COL16A1	1.8606472	10.1616955	16
SPOPL	15.689554	-6.7105055	5
TGFBR3	-4.967733	13.023174	8
KCNIP4	25.718313	9.0896225	24
PHEX-AS1	-17.097988	4.7169046	0
PCBP1-AS1	17.964594	0.033451866	5
LSR	-17.813272	3.2999766	0
SHISA2	-22.388454	2.460435	22
SLC30A7	13.564737	-7.993082	18
ZNF507	12.318252	-10.314362	18
APPBP2	18.33934	-0.65143293	5
EIF2S3	3.9793909	-10.93991	1
IMP4	-8.611215	-3.4915853	7
TRIM7	-10.914612	6.368884	3
TMEM186	-11.225951	-2.9808943	7
ZNF790	-14.4403	-13.145345	4
PCDHB9	-13.114072	-5.985148	0
RAP2B	-4.6128883	3.9785366	9
KCNJ14	-16.849747	0.4558057	0
XRN1	20.847288	1.8111137	12
RPL23	-0.74997556	-0.8854116	20
UFM1	6.2487617	-4.256007	1
TMEM121	-12.955569	-4.048422	6
PCDH18	-6.8480954	9.801741	3
MGARP	-14.237706	0.84055847	0
UBE2G2	19.910112	-3.0770833	5
DLGAP3	12.262535	0.37921166	16
ZNF594	6.637372	-10.601249	1
VWA3A	9.331282	3.6014874	3
SPCS1	0.43412668	-3.5346048	15
ACBD6	21.721706	2.5453143	12
SLC38A3	-13.092069	8.351583	3
WSB2	4.031209	-4.3847084	17
CTSS	-19.640123	10.010095	0
C19orf73	-15.891424	-1.5365416	0
PARP8	21.92184	5.6051893	12
SBDS	-1.4937053	-5.198403	20
ACAD8	-10.325745	-9.263054	9
ALKBH4	-12.93289	-4.608371	7
CCDC154	-16.903093	-2.117343	0
C3orf62	-13.082117	-10.562646	4
TJP3	-18.42622	-0.6334984	0
SRCIN1	16.68763	6.05537	11
TSPYL1	23.527119	-3.6337032	15
RPL35A	-0.12661365	-0.83119816	20
SNX14	21.588356	1.8135756	12
STAM2	12.823376	-8.316125	18
ZNF2	-15.959354	-8.025032	4
MYO1D	17.877468	6.591696	11
EFR3B	19.114313	4.2059803	12
ST8SIA4	14.212748	12.411269	19
AGPAT1	-4.7606893	-8.369657	6
UBN1	4.9594765	-10.105761	1
TTF1	-2.8716695	-11.243028	7
ATOH7	-14.961209	1.2452068	0
B4GAT1	2.1233454	-4.496345	15
SEC23IP	10.087586	-9.274851	18
SLFNL1	-17.526505	-1.9310881	0
ZNF597	-13.61085	-0.13801171	6
RPTOR	18.379002	1.2614535	5
SOX6	14.394376	12.478276	19
SLC7A4	-22.363367	2.2518182	22
SAP130	9.818506	-7.8370943	14
ZC3H14	20.561207	-0.23874822	12
KDM2A	19.655481	1.8323181	12
CDON	18.380545	-2.5271404	18
TSGA10	18.781015	1.934201	5
ADGRV1	14.276353	7.907425	16
COG5	22.080404	4.6623116	12
IRF2BPL	-8.582051	0.89316195	6
TNFRSF13C	-16.164341	3.2187552	3
BTD	13.33188	-13.846397	27
TBCB	-1.7185673	-2.9681804	20
ZNF285	-19.000746	-5.7463565	7
ZNF668	-16.961319	-3.548955	0
ZNF792	-15.427197	-0.6761869	0
CEBPD	-3.6085942	2.2058654	10
TOR1A	-13.252912	-3.2246914	7
CBLN2	14.482806	4.9687514	16
GALNT10	7.557373	10.646064	19
RPL7L1	1.4980092	-6.774697	1
UBA6	20.997406	-2.2520897	12
SRSF5	24.260715	0.0052607195	21
ZNF416	-14.221222	-1.658257	7
ABCD4	6.7241416	-4.0419097	25
ZNF467	-15.20652	0.41751027	0
CDC7	4.482501	-12.398195	4
KCNIP1	13.812843	11.890616	19
CACNB2	25.286938	7.8475094	12
USP10	14.8060875	-4.6007223	5
RBPMS2	-8.288714	6.449601	8
OXSM	-11.479284	-4.7276273	7
MOB1A	-19.268595	-9.014748	7
GDAP1	24.153566	6.115638	12
ZBED4	6.0691905	-9.744379	1
NHLRC2	15.00932	-7.3935366	16
FAM76B	-17.151028	-11.264707	4
C1GALT1C1	-10.271779	-2.1513968	7
SLC50A1	-15.532457	-3.298412	7
SOX5	25.05364	9.858519	24
GDPD1	16.6686	-0.36518684	15
STAM	12.262864	-9.228962	18
SF3A2	-16.324282	-3.2477596	6
ATP2B4	16.257227	8.230179	12
KCNK9	-4.2381263	7.2683744	3
TTI1	5.7839255	-9.871335	1
PHF7	-14.621008	-11.842118	4
SETD7	2.3898153	7.390248	8
CCNDBP1	-4.619099	-6.2715526	7
MEAF6	0.3618312	-4.145655	15
CWC22	11.080167	-11.159533	18
ZBED5-AS1	-17.879095	-12.388758	4
CCDC61	-15.843112	-6.7340126	0
BRD8	10.735337	-11.0205765	18
PPFIA2	24.99264	8.519434	12
TRIM37	21.73479	-0.35561046	15
SDHB	5.2258844	-4.872858	20
CC2D1A	9.54781	-3.3983972	25
RAPGEF2	24.216185	6.6350126	12
TBC1D17	-14.849787	-5.3790164	6
DPH5	-18.147026	-11.602972	4
METAP2	17.63066	-9.649803	20
SLC35F3	27.01332	6.719954	12
COL6A1	1.377172	3.9210672	25
PSPN	-15.074834	-0.87541646	6
PPIH	-8.293234	-5.6360216	13
FAM221A	-4.8460317	1.9722737	11
LINC00632	25.140488	7.1649766	12
GPR155	24.444487	2.3191202	12
ZFAND5	3.5688744	-5.065266	15
ZNF438	18.909634	0.2219619	5
FAM43A	-8.445804	6.0262876	8
RAB40C	12.751073	-0.26633066	16
SMG6	18.113077	0.24676	5
PLEKHM3	18.180845	1.892726	12
HSF2	4.0338078	-15.415779	22
RUNX1T1	24.948309	10.101328	12
TTC17	22.381966	4.455809	12
C15orf61	-5.320682	-6.8990026	6
EMBP1	-19.823696	-8.276647	3
TRADD	-9.972623	-1.144959	17
PRKCSH	-8.559728	-9.145995	9
HSCB	-13.752721	-11.711341	4
